8.75471e-18, 5.96241e-18
0.025, 2.10261e-17
0.05, -1.08321e-19
0.075, 1.09851e-18
0.1, 2.80908e-19
0.125, -7.76792e-18
0.15, -1.01312e-17
0.175, -1.4228e-17
0.2, -2.99379e-19
0.225, -5.28458e-18
0.25, -4.71549e-19
0.275, -1.1282e-18
0.3, -8.25498e-19
0.325, -4.62129e-19
0.35, 3.41598e-20
0.375, -2.85791e-19
0.4, 5.45538e-20
0.425, 2.40101e-19
0.45, 8.04918e-19
0.475, -3.64679e-19
0.5, 1.05689e-18
0.525, 2.81493e-18
0.55, -9.0074e-19
0.575, -6.5191e-19
0.6, 7.35953e-20
0.625, 7.49664e-19
0.65, 1.99848e-19
0.675, -4.69775e-19
0.7, 2.85289e-18
0.725, -4.9886e-18
0.75, 7.77557e-19
0.775, -3.74498e-18
0.8, -6.10345e-18
0.825, -8.31749e-19
0.85, 1.0732e-17
0.875, -4.3478e-18
0.9, 2.08762e-18
0.925, 4.92443e-18
0.95, -8.2772e-18
0.975, -7.33132e-18
1, -6.93426e-19
-6.20497e-18, 0.025
0.0285367, 0.0285367
0.0530147, 0.0278692
0.0764959, 0.0263844
0.0995973, 0.0243576
0.123029, 0.0225336
0.147209, 0.0214287
0.172093, 0.0210906
0.197408, 0.0212923
0.222916, 0.0217998
0.248467, 0.02246
0.273985, 0.0231826
0.299429, 0.0239134
0.32478, 0.0246162
0.350033, 0.0252646
0.375192, 0.0258386
0.400264, 0.0263232
0.425264, 0.0267077
0.450208, 0.0269855
0.475114, 0.0271531
0.5, 0.0272092
0.524886, 0.0271531
0.549792, 0.0269855
0.574736, 0.0267077
0.599736, 0.0263232
0.624808, 0.0258386
0.649967, 0.0252646
0.67522, 0.0246162
0.700571, 0.0239134
0.726015, 0.0231826
0.751533, 0.02246
0.777084, 0.0217998
0.802592, 0.0212923
0.827907, 0.0210906
0.852791, 0.0214287
0.876971, 0.0225336
0.900403, 0.0243576
0.923504, 0.0263844
0.946985, 0.0278692
0.971463, 0.0285367
1, 0.025
1.00349e-17, 0.05
0.0278692, 0.0530147
0.051376, 0.051376
0.0743046, 0.0492647
0.0976588, 0.047376
0.121899, 0.0462957
0.146925, 0.0460631
0.172399, 0.046412
0.19805, 0.0470861
0.223724, 0.0479222
0.249342, 0.0488249
0.274863, 0.0497351
0.300267, 0.0506121
0.32555, 0.0514244
0.350713, 0.0521477
0.375766, 0.0527638
0.400725, 0.0532621
0.425607, 0.05364
0.450435, 0.0539013
0.475226, 0.0540534
0.5, 0.0541032
0.524774, 0.0540534
0.549565, 0.0539013
0.574393, 0.05364
0.599275, 0.0532621
0.624234, 0.0527638
0.649287, 0.0521477
0.67445, 0.0514244
0.699733, 0.0506121
0.725137, 0.0497351
0.750658, 0.0488249
0.776276, 0.0479222
0.80195, 0.0470861
0.827601, 0.046412
0.853075, 0.0460631
0.878101, 0.0462957
0.902341, 0.047376
0.925695, 0.0492647
0.948624, 0.051376
0.972131, 0.0530147
1, 0.05
2.12481e-18, 0.075
0.0263844, 0.0764959
0.0492647, 0.0743046
0.0724287, 0.0724287
0.0966296, 0.0714241
0.121738, 0.0713104
0.147343, 0.0717803
0.173134, 0.0725655
0.198942, 0.0735063
0.22468, 0.0745119
0.250304, 0.0755241
0.27579, 0.0764986
0.301125, 0.0773964
0.326311, 0.0781824
0.351355, 0.078828
0.376277, 0.0793167
0.401104, 0.0796503
0.425867, 0.0798498
0.450591, 0.0799506
0.475299, 0.0799913
0.5, 0.0800012
0.524701, 0.0799913
0.549409, 0.0799506
0.574133, 0.0798498
0.598896, 0.0796503
0.623723, 0.0793167
0.648645, 0.078828
0.673689, 0.0781824
0.698875, 0.0773964
0.72421, 0.0764986
0.749696, 0.0755241
0.77532, 0.0745119
0.801058, 0.0735063
0.826866, 0.0725655
0.852657, 0.0717803
0.878262, 0.0713104
0.90337, 0.0714241
0.927571, 0.0724287
0.950735, 0.0743046
0.973616, 0.0764959
1, 0.075
-2.13699e-18, 0.1
0.0243576, 0.0995973
0.047376, 0.0976588
0.0714241, 0.0966296
0.09654, 0.09654
0.122242, 0.0970602
0.148165, 0.0979045
0.174112, 0.0989095
0.199985, 0.0999838
0.22573, 0.101067
0.251313, 0.102105
0.276712, 0.103043
0.301916, 0.103821
0.32693, 0.10438
0.351777, 0.10468
0.376504, 0.104723
0.401169, 0.104561
0.425829, 0.104284
0.450518, 0.103998
0.475247, 0.10379
0.5, 0.103714
0.524753, 0.10379
0.549482, 0.103998
0.574171, 0.104284
0.598831, 0.104561
0.623496, 0.104723
0.648223, 0.10468
0.67307, 0.10438
0.698084, 0.103821
0.723288, 0.103043
0.748687, 0.102105
0.77427, 0.101067
0.800015, 0.0999838
0.825888, 0.0989095
0.851835, 0.0979045
0.877758, 0.0970602
0.90346, 0.09654
0.928576, 0.0966296
0.952624, 0.0976588
0.975642, 0.0995973
1, 0.1
-2.4192e-19, 0.125
0.0225336, 0.123029
0.0462957, 0.121899
