0, 0
0.1, 0
0.2, 0
0.3, 0
0.4, 0
0.5, 0
0.6, 0
0.7, 0
0.8, 0
0.9, 0
1, 0
0, 0.1
0.102218, 0.102218
0.206113, 0.105614
0.314745, 0.11303
0.438781, 0.134233
0.574944, 0.166946
0.689161, 0.183476
0.755358, 0.150286
0.81982, 0.118649
0.900094, 0.0999057
1, 0.1
0, 0.2
0.105614, 0.206113
0.21532, 0.21532
0.340931, 0.240052
0.476785, 0.274814
0.58546, 0.283744
0.655279, 0.254259
0.726097, 0.225596
0.800249, 0.199759
0.881255, 0.180303
1, 0.2
0, 0.3
0.11303, 0.314745
0.240052, 0.340931
0.37626, 0.37626
0.484723, 0.384523
0.555087, 0.354943
0.626013, 0.325926
0.700024, 0.299977
0.774341, 0.274003
0.848725, 0.245683
1, 0.3
0, 0.4
0.134233, 0.438781
0.274814, 0.476785
0.384523, 0.484723
0.455036, 0.455036
0.525989, 0.425981
0.600003, 0.399997
0.674075, 0.373994
0.74564, 0.344789
0.815109, 0.312206
1, 0.4
0, 0.5
0.166946, 0.574944
0.283744, 0.58546
0.354943, 0.555087
0.425981, 0.525989
0.5, 0.5
0.574019, 0.474011
0.645054, 0.444917
0.716207, 0.414608
0.832804, 0.425346
1, 0.5
0, 0.6
0.183476, 0.689161
0.254259, 0.655279
0.325926, 0.626013
0.399997, 0.600003
0.474011, 0.574019
0.544965, 0.544965
0.615475, 0.515281
0.725164, 0.52326
0.865729, 0.561259
1, 0.6
0, 0.7
0.150286, 0.755358
0.225596, 0.726097
0.299977, 0.700024
0.373994, 0.674075
0.444917, 0.645054
0.515281, 0.615475
0.623743, 0.623743
0.759943, 0.659078
0.886965, 0.685261
1, 0.7
0, 0.8
0.118649, 0.81982
0.199759, 0.800249
0.274003, 0.774341
0.344789, 0.74564
0.414608, 0.716207
0.52326, 0.725164
0.659078, 0.759943
0.78468, 0.78468
0.894386, 0.793887
1, 0.8
0, 0.9
0.0999057, 0.900094
0.180303, 0.881255
0.245683, 0.848725
0.312206, 0.815109
0.425346, 0.832804
0.561259, 0.865729
0.685261, 0.886965
0.793887, 0.894386
0.897782, 0.897782
1, 0.9
0, 1
0.1, 1
0.2, 1
0.3, 1
0.4, 1
0.5, 1
0.6, 1
0.7, 1
0.8, 1
0.9, 1
1, 1
0.0504726, 0.0504726
0.151919, 0.0516371
0.254789, 0.0538496
0.361473, 0.0585893
0.479391, 0.0710637
0.60811, 0.095973
0.698525, 0.105174
0.77722, 0.0788777
0.858129, 0.0573751
0.95, 0.0500012
0.0516371, 0.151919
0.156166, 0.156166
0.265462, 0.164766
0.389084, 0.18673
0.522847, 0.218894
0.628177, 0.224792
0.706986, 0.204815
0.775225, 0.173557
0.850214, 0.149783
0.942617, 0.141864
0.0538496, 0.254789
0.164766, 0.265462
0.289144, 0.289144
0.422651, 0.321985
0.527582, 0.326968
0.606043, 0.305588
0.675648, 0.275428
0.750052, 0.249956
0.826222, 0.225021
0.920524, 0.222929
0.0585893, 0.361473
0.18673, 0.389084
0.321985, 0.422651
0.427337, 0.427337
0.505864, 0.405818
0.575668, 0.37564
0.65001, 0.349992
0.724555, 0.32437
0.794796, 0.293441
0.892044, 0.302935
0.0710637, 0.479391
0.218894, 0.522847
0.326968, 0.527582
0.405818, 0.505864
0.475662, 0.475662
0.550001, 0.449999
0.62436, 0.424334
0.694401, 0.39398
0.774915, 0.372075
0.903455, 0.392346
0.095973, 0.60811
0.224792, 0.628177
0.305588, 0.606043
0.37564, 0.575668
0.449999, 0.550001
0.524338, 0.524338
0.594181, 0.494137
0.67302, 0.472435
0.781028, 0.477264
0.928877, 0.520657
0.105174, 0.698525
0.204815, 0.706986
0.275428, 0.675648
0.349992, 0.65001
0.424334, 0.62436
0.494137, 0.594181
0.572663, 0.572663
0.678009, 0.577363
0.813255, 0.610937
0.941402, 0.638534
0.0788777, 0.77722
0.173557, 0.775225
0.249956, 0.750052
0.32437, 0.724555
0.39398, 0.694401
0.472435, 0.67302
0.577363, 0.678009
0.710858, 0.710858
0.835231, 0.734541
0.946149, 0.745213
0.0573751, 0.858129
0.149783, 0.850214
0.225021, 0.826222
0.293441, 0.794796
0.372075, 0.774915
0.477264, 0.781028
0.610937, 0.813255
0.734541, 0.835231
0.843834, 0.843834
0.948363, 0.848081
0.0500012, 0.95
0.141864, 0.942617
0.222929, 0.920524
0.302935, 0.892044
0.392346, 0.903455
0.520657, 0.928877
0.638534, 0.941402
0.745213, 0.946149
0.848081, 0.948363
0.949527, 0.949527
