891,824,817,816
259,269,258,365
466,590,352,465
466,352,341,465
424,415,416,536
670,776,766,681
670,848,776,765
670,776,848,766
815,824,891,816
884,891,817,816
896,824,815,823
896,815,891,890
896,891,815,824
353,352,246,341
775,670,776,765
802,801,878,810
868,878,802,801
868,802,791,801
868,802,878,792
868,791,802,792
414,532,314,418
527,413,530,418
527,532,413,418
540,314,532,418
540,641,532,533
540,532,414,533
540,314,414,532
270,259,269,174
270,182,184,174
270,269,182,174
908,853,914,915
571,582,688,583
571,688,572,583
537,645,638,646
537,424,416,536
547,645,537,646
835,829,744,745
870,920,860,921
224,330,319,225
224,319,215,225
72,81,82,20
757,848,670,765
757,660,670,766
757,670,848,766
847,848,757,765
483,472,583,471
584,472,572,583
584,572,688,583
584,679,688,572
703,715,808,799
879,931,880,887
879,885,878,877
470,593,582,583
470,483,583,471
470,594,593,583
470,483,594,583
470,594,483,482
470,594,482,604
470,593,594,604
470,482,481,604
363,246,245,256
521,522,633,513
521,399,522,513
257,258,163,269
728,727,624,719
728,820,727,719
92,184,182,174
92,91,99,100
92,182,99,91
90,182,99,181
90,99,182,91
173,82,163,81
173,92,182,174
173,182,92,91
173,182,269,174
173,182,163,269
173,90,182,91
173,182,90,163
173,90,91,81
173,163,90,81
695,600,590,694
695,600,601,590
567,555,443,556
576,452,463,476
576,463,587,476
579,695,591,590
493,389,504,505
493,604,482,505
493,482,379,505
493,379,389,505
493,481,482,604
324,219,323,228
473,584,472,572
464,463,451,452
464,463,452,476
856,775,776,765
856,776,848,765
856,848,847,765
856,857,848,776
680,668,775,679
680,776,670,681
680,775,670,776
592,593,470,604
592,480,481,469
592,470,481,604
592,481,470,469
664,752,654,665
664,761,752,665
545,443,555,556
739,645,744,646
739,638,645,646
639,646,739,640
639,638,739,646
542,534,541,551
542,541,534,650
531,527,641,640
531,640,641,741
531,641,527,532
531,540,641,532
531,639,527,640
531,646,639,640
531,532,527,418
531,540,532,418
377,269,259,365
377,270,259,269
377,480,491,365
740,744,829,745
